phase,iteration,duration_s,fps,cache_hit,cache_miss,cache_size,rss_mb,gpu_vram_mb,note
reset_direct_sim,0,0.568219875,,0,0,0,320.734375,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
reset_direct_sim,1,0.09379937499999991,,0,0,0,441.15234375,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
reset_direct_sim,2,0.08716429199999998,,0,0,0,452.9921875,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
reset_direct_sim,3,0.08363991699999995,,0,0,0,462.39453125,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
reset_direct_sim,4,0.08130645800000003,,0,0,0,463.7265625,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
reset_direct_sim,5,0.07742241599999988,,0,0,0,473.03515625,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
reset_direct_sim,6,0.07514258299999987,,0,0,0,482.16015625,,/Users/damirnurtdinov/Desktop/My Courses/Диплом/RL_VLA_Bootstrapping/RL_VLA_Bootstrapping/robots/cdpr/cdpr_dataset/wrappers/desk__plate-ycb_apple_wrapper/desk__plate-ycb_apple_wrapper.xml
step_no_render_direct_sim,18,0.0003404590000002372,2937.2112354183714,,,,517.9140625,,
step_no_render_direct_sim,19,0.00028395899999988927,3521.635165641483,,,,517.9140625,,
step_no_render_direct_sim,20,0.0002796250000001166,3576.218149305617,,,,517.9140625,,
step_no_render_direct_sim,21,0.00029483399999996607,3391.7390802964214,,,,517.9140625,,
step_no_render_direct_sim,22,0.00026491699999997564,3774.767191233828,,,,517.9140625,,
step_no_render_direct_sim,23,0.00026508399999958243,3772.389129489427,,,,517.9140625,,
step_no_render_direct_sim,24,0.0002533749999997781,3946.7192895939847,,,,517.9140625,,
step_no_render_direct_sim,25,0.00047158299999994213,2120.5174910887854,,,,517.9140625,,
step_no_render_direct_sim,26,0.0002430410000000549,4114.532115979502,,,,517.9140625,,
step_no_render_direct_sim,27,0.00023333300000016877,4285.7204081689115,,,,517.9140625,,
step_no_render_direct_sim,28,0.0002635829999997341,3793.8713801762965,,,,517.9140625,,
step_no_render_direct_sim,29,0.00023891699999989413,4185.553978998745,,,,517.9140625,,
step_no_render_direct_sim,30,0.0002447920000001602,4085.100820285571,,,,517.9140625,,
step_no_render_direct_sim,31,0.00024237500000001688,4125.838060855824,,,,517.9140625,,
step_no_render_direct_sim,32,0.000248000000000026,4032.258064515707,,,,517.9140625,,
step_no_render_direct_sim,33,0.00023679099999984743,4223.133480582642,,,,517.9140625,,
step_no_render_direct_sim,34,0.00023412499999997394,4271.222637480454,,,,517.9140625,,
step_no_render_direct_sim,35,0.0002519580000002186,3968.9154541595517,,,,517.9140625,,
step_no_render_direct_sim,36,0.0003132080000001203,3192.7664682882173,,,,517.9140625,,
step_no_render_direct_sim,37,0.00026049999999999685,3838.7715930902577,,,,517.9140625,,
step_no_render_direct_sim,38,0.0002599590000000873,3846.760450685162,,,,517.9140625,,
step_no_render_direct_sim,39,0.00026745800000016473,3738.9048000036796,,,,517.9140625,,
step_no_render_direct_sim,40,0.0002500410000001452,3999.344107564037,,,,517.9140625,,
step_no_render_direct_sim,41,0.00028129199999993304,3555.024671872069,,,,517.9140625,,
step_no_render_direct_sim,42,0.0002508340000000331,3986.700367573248,,,,517.9140625,,
step_no_render_direct_sim,43,0.0002918339999999908,3426.6055360240116,,,,517.9140625,,
step_no_render_direct_sim,44,0.000301874999999896,3312.629399587063,,,,517.9140625,,
step_no_render_direct_sim,45,0.0003716659999999372,2690.587785808142,,,,517.9140625,,
step_no_render_direct_sim,46,0.00032304200000021766,3095.5727119053445,,,,517.9140625,,
step_no_render_direct_sim,47,0.00029683399999980153,3368.886313564715,,,,517.9140625,,
step_no_render_direct_sim,48,0.0003067080000000999,3260.430115939833,,,,517.9140625,,
step_no_render_direct_sim,49,0.0002854580000000162,3503.142318659639,,,,517.9140625,,
step_no_render_direct_sim,50,0.0003065829999999714,3261.7594582872935,,,,517.9140625,,
step_no_render_direct_sim,51,0.00026708300000022334,3744.154438879164,,,,517.9140625,,
step_no_render_direct_sim,52,0.0002977089999998128,3358.984780442072,,,,517.9140625,,
step_no_render_direct_sim,53,0.0002762089999999162,3620.4468355495414,,,,517.9140625,,
step_no_render_direct_sim,54,0.00026429200000022135,3783.6937932255328,,,,517.9140625,,
step_no_render_direct_sim,55,0.00026658299999970936,3751.1769317664302,,,,517.9140625,,
step_no_render_direct_sim,56,0.0002673749999999586,3740.065451145974,,,,517.9140625,,
step_no_render_direct_sim,57,0.00025220900000011426,3964.9655642722782,,,,517.9140625,,
step_no_render_direct_sim,58,0.00027566700000036803,3627.5651419961946,,,,517.9140625,,
step_no_render_direct_sim,59,0.00032208400000000026,3104.7801194719364,,,,517.9140625,,
step_no_render_direct_sim,60,0.00024683399999991806,4051.3057358400056,,,,517.9140625,,
step_no_render_direct_sim,61,0.0002794580000000657,3578.3552447944408,,,,517.9140625,,
step_no_render_direct_sim,62,0.00024300000000021527,4115.226337444914,,,,517.9140625,,
step_no_render_direct_sim,63,0.00024058300000007193,4156.569666184648,,,,517.9140625,,
step_no_render_direct_sim,64,0.00028066700000017875,3562.9411366472123,,,,517.9140625,,
step_no_render_direct_sim,65,0.0002464170000000543,4058.1615716439196,,,,517.9140625,,
step_no_render_direct_sim,66,0.000269874999999864,3705.419175546101,,,,517.9140625,,
step_no_render_direct_sim,67,0.00024333399999987293,4109.577781980825,,,,517.9140625,,
step_no_render_direct_sim,68,0.00023362499999990405,4280.3638309273865,,,,517.9140625,,
step_no_render_direct_sim,69,0.0002686249999999113,3722.6617031189585,,,,517.9140625,,
step_no_render_direct_sim,70,0.0002567089999998551,3895.4613979274764,,,,517.9140625,,
step_no_render_direct_sim,71,0.00025195799999977453,3968.915454166547,,,,517.9140625,,
step_no_render_direct_sim,72,0.00024512500000017923,4079.5512493595875,,,,517.9140625,,
step_no_render_direct_sim,73,0.00026112500000019523,3829.583532787946,,,,517.9140625,,
step_no_render_direct_sim,74,0.00024645799999989393,4057.4864682843745,,,,517.9140625,,
step_no_render_direct_sim,75,0.00026137500000000813,3825.920612147179,,,,517.9140625,,
step_no_render_direct_sim,76,0.00027270900000031517,3666.912349789865,,,,517.9140625,,
step_no_render_direct_sim,77,0.0002665419999998697,3751.753944971107,,,,517.9140625,,
step_no_render_direct_sim,78,0.0002588750000001028,3862.8681796218366,,,,517.9140625,,
step_no_render_direct_sim,79,0.00024350000000028516,4106.776180693342,,,,517.9140625,,
step_no_render_direct_sim,80,0.00024420800000024556,4094.869946926368,,,,517.9140625,,
step_no_render_direct_sim,81,0.00024616599999971456,4062.2994239706522,,,,517.9140625,,
step_no_render_direct_sim,82,0.00024145899999972187,4141.489859566849,,,,517.9140625,,
step_no_render_direct_sim,83,0.0002566250000000103,3896.7364831951672,,,,517.9140625,,
step_no_render_direct_sim,84,0.00024229199999981077,4127.2514156504585,,,,517.9140625,,
step_no_render_direct_sim,85,0.00024349999999984107,4106.776180700833,,,,517.9140625,,
step_no_render_direct_sim,86,0.00025033300000032455,3994.6790874503304,,,,517.9140625,,
step_no_render_direct_sim,87,0.00023395799999992306,4274.27145043268,,,,517.9140625,,
step_no_render_direct_sim,88,0.0003600419999996163,2777.4537415108953,,,,517.9140625,,
step_no_render_direct_sim,89,0.00034283400000045816,2916.863554952728,,,,517.9140625,,
step_no_render_direct_sim,90,0.00024954199999971394,4007.341449540143,,,,517.9140625,,
step_no_render_direct_sim,91,0.0002672500000002742,3741.8147801645423,,,,517.9140625,,
step_no_render_direct_sim,92,0.0002842499999999859,3518.029903254352,,,,517.9140625,,
step_no_render_direct_sim,93,0.00029300000000009874,3412.9692832753003,,,,517.9140625,,
step_no_render_direct_sim,94,0.00026866700000027777,3722.0797492768597,,,,517.9140625,,
step_no_render_direct_sim,95,0.0002518750000000125,3970.223325061838,,,,517.9140625,,
step_no_render_direct_sim,96,0.0002738749999995349,3651.3007759076154,,,,517.9140625,,
step_no_render_direct_sim,97,0.00025437499999991786,3931.2039312052007,,,,517.9140625,,
step_no_render_direct_sim,98,0.00026554199999928585,3765.882609917412,,,,517.9140625,,
step_no_render_direct_sim,99,0.0002505419999998537,3991.3467602261653,,,,517.9140625,,
two_camera_render_readback_direct_sim,,,,,,,517.9140625,,"render worker exited with 1; stdout=''; stderr='>\nTraceback (most recent call last):\n  File ""/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/mujoco/renderer.py"", line 335, in __del__\n    self.close()\n  File ""/Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/mujoco/renderer.py"", line 323, in close\n    if self._mjr_context:\nAttributeError: \'Renderer\' object has no attribute \'_mjr_context\'\n'; CGLError: invalid CoreGraphics connection"
