backend_name,simulator_version,task_name,object_category,object_name,robot_embodiment,num_environments,validation_scope,episode,reset_time_s,steps,step_time_s,step_fps_no_render,success,success_predicate_correctness,initial_ee_xyz,final_ee_xyz,initial_object_xyz,final_object_xyz,reference_object_xyz,threshold_m,engineering_notes
mujoco_raw_cdpr,3.2.4,place_relation_right,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,5,0.000329,300,0.037793,7937.93,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.1842, -0.0000, 0.2033]","[-0.1000, -0.0800, 0.0520]","[0.2400, -0.0017, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_front,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,6,0.000304,300,0.038565,7778.98,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, 0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0736, 0.1449, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_behind,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,7,0.000290,300,0.037760,7944.89,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, -0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0782, -0.1609, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_left,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,8,0.000288,300,0.038008,7893.08,1,8/8,"[0.0000, 0.0000, 0.2200]","[-0.0249, 0.0000, 0.2034]","[-0.1000, -0.0800, 0.0520]","[-0.0726, -0.0014, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_right,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,9,0.000346,300,0.037558,7987.67,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.1842, -0.0000, 0.2033]","[-0.1000, -0.0800, 0.0520]","[0.2400, -0.0017, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_front,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,10,0.000357,300,0.037599,7978.98,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, 0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0736, 0.1449, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_behind,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,11,0.000315,300,0.037404,8020.47,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, -0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0782, -0.1609, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_left,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,12,0.000278,300,0.037782,7940.32,1,8/8,"[0.0000, 0.0000, 0.2200]","[-0.0249, 0.0000, 0.2034]","[-0.1000, -0.0800, 0.0520]","[-0.0726, -0.0014, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_right,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,13,0.000273,300,0.037475,8005.34,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.1842, -0.0000, 0.2033]","[-0.1000, -0.0800, 0.0520]","[0.2400, -0.0017, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_front,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,14,0.000267,300,0.037630,7972.42,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, 0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0736, 0.1449, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_behind,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,15,0.000380,300,0.037100,8086.24,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, -0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0782, -0.1609, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_left,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,16,0.000312,300,0.037293,8044.32,1,8/8,"[0.0000, 0.0000, 0.2200]","[-0.0249, 0.0000, 0.2034]","[-0.1000, -0.0800, 0.0520]","[-0.0726, -0.0014, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_right,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,17,0.000295,300,0.037380,8025.72,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.1842, -0.0000, 0.2033]","[-0.1000, -0.0800, 0.0520]","[0.2400, -0.0017, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_front,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,18,0.000308,300,0.037307,8041.41,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, 0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0736, 0.1449, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
mujoco_raw_cdpr,3.2.4,place_relation_behind,cube/block,block,current CDPR gripper MJCF with kinematic waypoint EE controller,1,predicate_validation_only,19,0.000317,300,0.037251,8053.42,1,8/8,"[0.0000, 0.0000, 0.2200]","[0.0796, -0.1045, 0.2034]","[-0.1000, -0.0800, 0.0520]","[0.0782, -0.1609, 0.0505]","[0.0800, 0.0000, 0.0290]",0.0800,Direct object pose set used because scripted robust grasping is outside this scaffold.
